ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Contract Valid Until,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Best Position,Best Overall Rating,Release Clause,DefensiveAwareness,Position_Group
197786,G. Donati,31,https://cdn.sofifa.com/players/197/786/22_60.png,Italy,https://cdn.sofifa.com/flags/it.png,72,72,AC Monza,https://cdn.sofifa.com/teams/111811/30.png,1700000.0,4000,1818,Right,2.0,3.0,2.0,Medium/ High,Lean (170-185),No,RCB,2.0,"Sep 1, 2020",2023,178,76,66.0,30.0,68.0,64.0,37.0,64.0,55.0,46.0,68.0,66.0,65.0,73.0,65.0,73.0,69.0,65.0,68.0,73.0,72.0,43.0,91.0,73.0,49.0,51.0,51.0,66.0,72.0,72.0,16.0,15.0,8.0,9.0,8.0,CB,73.0,2700000.0,73.0,DEFENDER
248075,I. Panțîru,25,https://cdn.sofifa.com/players/248/075/22_60.png,Romania,https://cdn.sofifa.com/flags/ro.png,69,72,FCSB (Steaua),https://cdn.sofifa.com/teams/100761/30.png,1700000.0,7000,1818,Left,1.0,3.0,2.0,High/ Medium,Lean (170-185),No,RES,3.0,"Jul 31, 2019",2024,179,74,66.0,46.0,58.0,64.0,39.0,65.0,54.0,49.0,61.0,62.0,84.0,81.0,74.0,64.0,70.0,63.0,68.0,85.0,70.0,54.0,71.0,63.0,61.0,56.0,52.0,59.0,63.0,62.0,11.0,14.0,6.0,8.0,13.0,LB,69.0,2500000.0,61.0,RES
203965,V. Fischer,27,https://cdn.sofifa.com/players/203/965/22_60.png,Denmark,https://cdn.sofifa.com/flags/dk.png,71,71,Royal Antwerp FC,https://cdn.sofifa.com/teams/230/30.png,2000000.0,14000,1818,Right,1.0,5.0,4.0,High/ Medium,Normal (170-185),Yes,LM,7.0,"Jul 30, 2021",2025,181,73,69.0,66.0,44.0,70.0,67.0,74.0,70.0,70.0,65.0,72.0,77.0,77.0,77.0,63.0,75.0,70.0,59.0,64.0,64.0,68.0,64.0,31.0,69.0,72.0,62.0,67.0,35.0,25.0,13.0,14.0,6.0,14.0,15.0,LM,71.0,3000000.0,37.0,MIDFIELDER
212261,Brandon Thomas,26,https://cdn.sofifa.com/players/212/261/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,70,73,Málaga CF,https://cdn.sofifa.com/teams/573/30.png,2100000.0,7000,1818,Right,1.0,3.0,4.0,High/ Low,Lean (170-185),No,RS,9.0,"Jul 16, 2021",2022,175,71,60.0,71.0,59.0,61.0,67.0,73.0,64.0,54.0,57.0,69.0,77.0,76.0,84.0,71.0,89.0,74.0,76.0,80.0,62.0,69.0,42.0,42.0,75.0,67.0,69.0,66.0,26.0,27.0,8.0,9.0,7.0,14.0,16.0,ST,72.0,3500000.0,23.0,FORWARD
191726,D. Arismendi,33,https://cdn.sofifa.com/players/191/726/22_60.png,Uruguay,https://cdn.sofifa.com/flags/uy.png,73,73,Montevideo City Torque,https://cdn.sofifa.com/teams/113143/30.png,1500000.0,650,1818,Right,1.0,3.0,3.0,Medium/ Medium,Normal (185+),No,RCB,8.0,"Jan 11, 2020",2021,189,82,49.0,31.0,76.0,72.0,59.0,68.0,54.0,44.0,68.0,69.0,54.0,55.0,48.0,67.0,49.0,69.0,70.0,79.0,88.0,67.0,81.0,72.0,58.0,70.0,54.0,67.0,72.0,70.0,7.0,8.0,5.0,10.0,6.0,CDM,73.0,3200000.0,69.0,DEFENDER
248205,K. Maradishvili,21,https://cdn.sofifa.com/players/248/205/22_60.png,Russia,https://cdn.sofifa.com/flags/ru.png,69,77,FC Lokomotiv Moscow,https://cdn.sofifa.com/teams/100765/30.png,3000000.0,13000,1818,Right,1.0,3.0,2.0,Medium/ High,Lean (170-185),No,RES,5.0,"Sep 2, 2021",2026,179,70,64.0,56.0,60.0,72.0,43.0,69.0,50.0,51.0,68.0,71.0,70.0,71.0,66.0,67.0,70.0,70.0,56.0,65.0,50.0,65.0,73.0,71.0,64.0,60.0,39.0,61.0,70.0,68.0,10.0,15.0,8.0,7.0,12.0,RWB,71.0,5400000.0,67.0,RES
245293,Diego Pituca,28,https://cdn.sofifa.com/players/245/293/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,69,69,Kashima Antlers,https://cdn.sofifa.com/teams/101147/30.png,1400000.0,5000,1818,Left,1.0,3.0,3.0,High/ Medium,Lean (170-185),No,LDM,21.0,"Jan 31, 2021",2022,175,69,67.0,60.0,63.0,75.0,31.0,68.0,51.0,45.0,69.0,72.0,64.0,61.0,60.0,64.0,71.0,74.0,55.0,77.0,59.0,68.0,71.0,65.0,55.0,72.0,59.0,70.0,67.0,65.0,9.0,7.0,14.0,7.0,8.0,CM,69.0,1800000.0,65.0,MIDFIELDER
165031,21 J. Acuña,32,https://cdn.sofifa.com/players/165/031/21_60.png,Paraguay,https://cdn.sofifa.com/flags/py.png,65,65,Albacete BP,https://cdn.sofifa.com/teams/1854/30.png,575000.0,3000,1818,Right,1.0,3.0,3.0,High/ High,Stocky (170-185),No,LM,15.0,"Jan 2, 2018",2021,175,70,59.0,59.0,68.0,59.0,64.0,58.0,65.0,59.0,47.0,59.0,72.0,74.0,77.0,65.0,77.0,75.0,93.0,71.0,79.0,62.0,82.0,26.0,67.0,64.0,69.0,59.0,30.0,29.0,16.0,11.0,8.0,11.0,10.0,ST,65.0,659000.0,53.0,MIDFIELDER
257293,S. Sithole,22,https://cdn.sofifa.com/players/257/293/22_60.png,South Africa,https://cdn.sofifa.com/flags/za.png,70,78,Belenenses SAD,https://cdn.sofifa.com/teams/1889/30.png,3400000.0,4000,1817,Right,1.0,2.0,2.0,Medium/ High,Normal (185+),No,SUB,8.0,"Jan 16, 2019",2022,188,80,52.0,59.0,68.0,71.0,42.0,69.0,39.0,48.0,69.0,68.0,63.0,66.0,56.0,73.0,51.0,69.0,58.0,74.0,78.0,60.0,75.0,67.0,66.0,68.0,51.0,70.0,69.0,65.0,12.0,14.0,14.0,10.0,9.0,CM,71.0,7800000.0,64.0,SUB
213763,R. Schüller,30,https://cdn.sofifa.com/players/213/763/22_60.png,Finland,https://cdn.sofifa.com/flags/fi.png,70,70,Djurgårdens IF,https://cdn.sofifa.com/teams/710/30.png,1300000.0,5000,1817,Left,1.0,3.0,3.0,Medium/ High,Lean (170-185),No,CDM,6.0,"Jan 8, 2021",2023,177,67,56.0,52.0,59.0,68.0,42.0,63.0,60.0,54.0,70.0,68.0,55.0,52.0,68.0,68.0,65.0,65.0,61.0,75.0,62.0,59.0,76.0,70.0,46.0,69.0,65.0,69.0,71.0,66.0,14.0,15.0,8.0,14.0,14.0,CDM,70.0,1600000.0,67.0,MIDFIELDER
225668,K. Grant,23,https://cdn.sofifa.com/players/225/668/22_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,72,78,West Bromwich Albion,https://cdn.sofifa.com/teams/109/30.png,3700000.0,29000,1817,Right,1.0,3.0,3.0,Medium/ Medium,Normal (170-185),Yes,LW,18.0,"Oct 15, 2020",2026,182,70,66.0,75.0,62.0,66.0,65.0,73.0,63.0,63.0,43.0,72.0,85.0,87.0,73.0,71.0,63.0,73.0,72.0,76.0,71.0,72.0,35.0,29.0,71.0,67.0,74.0,61.0,23.0,24.0,11.0,10.0,13.0,15.0,14.0,ST,74.0,7800000.0,40.0,FORWARD
229556,Allano,26,https://cdn.sofifa.com/players/229/556/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,73,74,Santa Clara,https://cdn.sofifa.com/teams/1438/30.png,3600000.0,7000,1817,Left,1.0,3.0,3.0,Medium/ Medium,Lean (170-185),No,LW,7.0,"Jan 17, 2021",2023,182,74,68.0,68.0,53.0,70.0,45.0,81.0,59.0,49.0,64.0,78.0,81.0,81.0,80.0,68.0,66.0,63.0,55.0,75.0,61.0,65.0,55.0,47.0,64.0,67.0,54.0,68.0,47.0,50.0,8.0,14.0,9.0,13.0,14.0,LM,74.0,7800000.0,45.0,FORWARD
242554,B. Bye,25,https://cdn.sofifa.com/players/242/554/22_60.png,United States,https://cdn.sofifa.com/flags/us.png,69,72,New England Revolution,https://cdn.sofifa.com/teams/691/30.png,1700000.0,4000,1817,Right,1.0,3.0,2.0,Medium/ Medium,Normal (170-185),Yes,RB,15.0,"Feb 10, 2018",2021,183,79,64.0,55.0,64.0,62.0,51.0,64.0,57.0,47.0,57.0,63.0,74.0,79.0,69.0,63.0,60.0,68.0,82.0,81.0,73.0,56.0,62.0,62.0,58.0,58.0,48.0,63.0,69.0,65.0,7.0,10.0,8.0,7.0,10.0,RB,69.0,2700000.0,64.0,DEFENDER
247076,C. Oliva,25,https://cdn.sofifa.com/players/247/076/22_60.png,Uruguay,https://cdn.sofifa.com/flags/uy.png,69,73,Cagliari,https://cdn.sofifa.com/teams/1842/30.png,1900000.0,14000,1817,Right,1.0,3.0,2.0,Low/ High,Normal (170-185),No,RES,21.0,"Jan 25, 2019",2023,178,75,59.0,51.0,59.0,76.0,43.0,65.0,60.0,47.0,69.0,72.0,54.0,54.0,70.0,72.0,59.0,74.0,53.0,60.0,67.0,69.0,75.0,70.0,58.0,68.0,51.0,64.0,72.0,68.0,9.0,13.0,5.0,15.0,12.0,CDM,72.0,3400000.0,68.0,RES
207664,C. Bacca,34,https://cdn.sofifa.com/players/207/664/22_60.png,Colombia,https://cdn.sofifa.com/flags/co.png,77,77,Granada CF,https://cdn.sofifa.com/teams/110832/30.png,5000000.0,26000,1817,Right,3.0,3.0,3.0,Medium/ Low,Stocky (170-185),Yes,ST,20.0,"Jul 13, 2021",2022,181,77,60.0,78.0,75.0,68.0,77.0,76.0,69.0,58.0,55.0,77.0,69.0,65.0,67.0,76.0,71.0,78.0,72.0,56.0,72.0,60.0,58.0,34.0,83.0,68.0,80.0,76.0,16.0,14.0,12.0,12.0,8.0,5.0,8.0,ST,77.0,10500000.0,40.0,FORWARD
199195,21 J. Delaplace,34,https://cdn.sofifa.com/players/199/195/21_60.png,France,https://cdn.sofifa.com/flags/fr.png,67,67,FC Lorient,https://cdn.sofifa.com/teams/217/30.png,375000.0,9000,1817,Right,1.0,3.0,3.0,Medium/ Medium,Normal (170-),No,SUB,22.0,"Jan 29, 2018",2021,168,67,63.0,47.0,38.0,69.0,54.0,62.0,62.0,64.0,66.0,68.0,55.0,53.0,68.0,71.0,79.0,56.0,82.0,72.0,63.0,57.0,71.0,70.0,60.0,66.0,53.0,68.0,68.0,66.0,9.0,7.0,12.0,8.0,9.0,CDM,69.0,750000.0,69.0,SUB
170612,21 V. Basha,29,https://cdn.sofifa.com/players/170/612/21_60.png,Albania,https://cdn.sofifa.com/flags/al.png,66,66,Wisła Kraków,https://cdn.sofifa.com/teams/1873/30.png,725000.0,2000,1817,Right,1.0,3.0,3.0,Medium/ Medium,Lean (170-185),No,SUB,6.0,"Aug 10, 2017",2021,174,71,57.0,53.0,55.0,68.0,56.0,63.0,49.0,55.0,68.0,66.0,63.0,61.0,61.0,62.0,75.0,75.0,75.0,67.0,71.0,70.0,70.0,66.0,63.0,64.0,51.0,61.0,68.0,57.0,9.0,9.0,12.0,7.0,15.0,CDM,66.0,979000.0,56.0,SUB
201514,E. Kachunga,29,https://cdn.sofifa.com/players/201/514/22_60.png,Congo DR,https://cdn.sofifa.com/flags/cd.png,68,68,Bolton Wanderers,https://cdn.sofifa.com/teams/4/30.png,1200000.0,6000,1817,Right,1.0,2.0,3.0,High/ Medium,Lean (170-185),Yes,SUB,24.0,"Aug 6, 2021",2023,178,74,64.0,66.0,72.0,64.0,64.0,68.0,66.0,40.0,54.0,67.0,75.0,77.0,71.0,67.0,73.0,72.0,78.0,79.0,70.0,63.0,69.0,25.0,68.0,64.0,65.0,69.0,53.0,32.0,12.0,12.0,7.0,8.0,8.0,ST,69.0,2100000.0,44.0,SUB
206427,21 B. Butko,29,https://cdn.sofifa.com/players/206/427/21_60.png,Ukraine,https://cdn.sofifa.com/flags/ua.png,71,71,BB Erzurumspor,https://cdn.sofifa.com/teams/749/30.png,1600000.0,10000,1817,Right,1.0,3.0,3.0,High/ Medium,Lean (170-185),No,SUB,2.0,"Jul 19, 2013",2021,180,68,68.0,34.0,56.0,68.0,45.0,67.0,61.0,29.0,63.0,67.0,82.0,73.0,78.0,67.0,66.0,66.0,76.0,75.0,64.0,60.0,65.0,70.0,62.0,63.0,36.0,62.0,68.0,70.0,12.0,6.0,10.0,15.0,9.0,RB,71.0,3100000.0,66.0,SUB
221311,21 J. Arango,29,https://cdn.sofifa.com/players/221/311/21_60.png,Colombia,https://cdn.sofifa.com/flags/co.png,72,72,Deportivo Binacional,https://cdn.sofifa.com/teams/114582/30.png,2300000.0,750,1817,Right,1.0,3.0,4.0,High/ Medium,Normal (185+),No,LM,7.0,"Jan 10, 2020",2021,185,81,73.0,68.0,41.0,69.0,53.0,80.0,80.0,81.0,63.0,73.0,73.0,80.0,78.0,59.0,64.0,76.0,50.0,60.0,74.0,73.0,80.0,33.0,73.0,72.0,72.0,68.0,24.0,21.0,12.0,6.0,7.0,6.0,9.0,RW,73.0,4900000.0,34.0,MIDFIELDER
208577,F. Torsteinbø,30,https://cdn.sofifa.com/players/208/577/22_60.png,Norway,https://cdn.sofifa.com/flags/no.png,64,64,Viking FK,https://cdn.sofifa.com/teams/300/30.png,550000.0,1000,1817,Right,1.0,4.0,3.0,High/ Medium,Normal (170-185),No,SUB,7.0,"Jul 20, 2017",2023,182,74,62.0,64.0,64.0,65.0,59.0,64.0,66.0,57.0,65.0,65.0,70.0,64.0,75.0,61.0,68.0,65.0,70.0,71.0,72.0,60.0,66.0,54.0,67.0,65.0,49.0,68.0,55.0,53.0,9.0,15.0,6.0,8.0,13.0,CAM,65.0,688000.0,50.0,SUB
242317,A. Antilef,22,https://cdn.sofifa.com/players/242/317/22_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,66,75,Arsenal de Sarandí,https://cdn.sofifa.com/teams/110394/30.png,1900000.0,3000,1817,Left,1.0,4.0,3.0,High/ Medium,Normal (170-),No,SUB,24.0,"Jan 27, 2018",2022,170,65,49.0,57.0,45.0,73.0,47.0,75.0,73.0,43.0,69.0,70.0,86.0,84.0,84.0,57.0,80.0,73.0,65.0,72.0,57.0,55.0,66.0,55.0,64.0,61.0,51.0,55.0,63.0,49.0,11.0,11.0,9.0,10.0,6.0,CAM,70.0,3100000.0,47.0,SUB
205431,N. Füllkrug,28,https://cdn.sofifa.com/players/205/431/22_60.png,Germany,https://cdn.sofifa.com/flags/de.png,75,75,SV Werder Bremen,https://cdn.sofifa.com/teams/38/30.png,6000000.0,15000,1817,Right,1.0,4.0,3.0,High/ Medium,Normal (185+),Yes,SUB,11.0,"Jul 1, 2019",2023,189,83,63.0,76.0,80.0,67.0,71.0,70.0,69.0,69.0,48.0,74.0,61.0,64.0,59.0,75.0,52.0,79.0,70.0,63.0,81.0,72.0,67.0,24.0,80.0,61.0,78.0,72.0,30.0,17.0,15.0,9.0,10.0,13.0,9.0,ST,75.0,9600000.0,41.0,SUB
229153,L. García,23,https://cdn.sofifa.com/players/229/153/22_60.png,Trinidad and Tobago,https://cdn.sofifa.com/flags/tt.png,75,80,AEK Athens,https://cdn.sofifa.com/teams/278/30.png,8500000.0,1000,1817,Left,1.0,3.0,3.0,High/ Medium,Stocky (170-185),No,SUB,9.0,"Sep 16, 2020",2025,182,78,70.0,70.0,35.0,70.0,62.0,83.0,75.0,70.0,65.0,81.0,86.0,85.0,79.0,60.0,80.0,70.0,72.0,70.0,80.0,70.0,50.0,30.0,63.0,73.0,30.0,62.0,30.0,28.0,10.0,10.0,10.0,9.0,10.0,CAM,76.0,19300000.0,31.0,SUB
204504,20 F. Lewis,26,https://cdn.sofifa.com/players/204/504/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,69,70,Willem II,https://cdn.sofifa.com/teams/1907/30.png,1100000.0,5000,1817,Right,1.0,2.0,3.0,High/ High,Normal (170-185),No,RES,2.0,"Jul 1, 2017",2020,180,75,67.0,44.0,65.0,58.0,46.0,69.0,54.0,21.0,56.0,65.0,86.0,87.0,76.0,65.0,72.0,62.0,88.0,77.0,73.0,38.0,66.0,69.0,59.0,64.0,46.0,65.0,63.0,64.0,6.0,14.0,13.0,7.0,11.0,RB,69.0,1700000.0,66.0,RES
193945,N. Uysal,30,https://cdn.sofifa.com/players/193/945/22_60.png,Turkey,https://cdn.sofifa.com/flags/tr.png,69,69,Beşiktaş JK,https://cdn.sofifa.com/teams/327/30.png,1200000.0,17000,1817,Right,1.0,3.0,2.0,Medium/ High,Normal (170-185),No,SUB,20.0,"Jul 1, 2009",2023,180,72,68.0,55.0,72.0,64.0,33.0,64.0,45.0,30.0,67.0,65.0,66.0,64.0,63.0,67.0,67.0,65.0,81.0,67.0,73.0,57.0,86.0,66.0,42.0,60.0,60.0,59.0,73.0,68.0,15.0,13.0,13.0,16.0,7.0,CB,70.0,2300000.0,65.0,SUB
202088,F. Klaus,28,https://cdn.sofifa.com/players/202/088/22_60.png,Germany,https://cdn.sofifa.com/flags/de.png,72,72,Fortuna Düsseldorf,https://cdn.sofifa.com/teams/110636/30.png,2400000.0,18000,1817,Right,1.0,3.0,3.0,Medium/ Medium,Normal (170-185),Yes,RM,11.0,"Jan 29, 2021",2023,179,79,71.0,68.0,45.0,71.0,60.0,77.0,69.0,68.0,44.0,73.0,77.0,67.0,76.0,73.0,75.0,75.0,67.0,75.0,67.0,62.0,63.0,39.0,70.0,71.0,62.0,67.0,36.0,33.0,7.0,6.0,13.0,6.0,8.0,RM,72.0,3800000.0,43.0,MIDFIELDER
193780,21 I. Hajrović,28,https://cdn.sofifa.com/players/193/780/21_60.png,Bosnia and Herzegovina,https://cdn.sofifa.com/flags/ba.png,68,68,Dinamo Zagreb,https://cdn.sofifa.com/teams/211/30.png,1200000.0,500,1817,Left,1.0,4.0,4.0,Medium/ Low,Normal (170-185),No,RES,8.0,"Jan 31, 2018",2021,177,72,73.0,61.0,45.0,63.0,67.0,76.0,78.0,77.0,64.0,73.0,75.0,76.0,72.0,58.0,72.0,82.0,68.0,56.0,54.0,78.0,47.0,46.0,57.0,61.0,75.0,68.0,41.0,38.0,11.0,11.0,11.0,9.0,7.0,LW,69.0,2600000.0,35.0,RES
238958,R. Harper,21,https://cdn.sofifa.com/players/238/958/22_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,66,75,Ipswich Town,https://cdn.sofifa.com/teams/94/30.png,1900000.0,3000,1816,Right,1.0,3.0,3.0,Medium/ Medium,Normal (185+),Yes,RDM,4.0,"Jun 25, 2021",2024,188,76,56.0,42.0,60.0,70.0,50.0,67.0,42.0,44.0,68.0,68.0,69.0,67.0,68.0,66.0,75.0,69.0,71.0,76.0,71.0,60.0,71.0,55.0,64.0,68.0,56.0,76.0,60.0,59.0,13.0,10.0,11.0,13.0,13.0,CM,68.0,3700000.0,64.0,MIDFIELDER
201155,R. Morrison,28,https://cdn.sofifa.com/players/201/155/22_60.png,Jamaica,https://cdn.sofifa.com/flags/jm.png,71,71,Derby County,https://cdn.sofifa.com/teams/91/30.png,1900000.0,11000,1816,Right,1.0,4.0,4.0,Medium/ Low,Lean (170-185),Yes,CAM,11.0,"Aug 7, 2021",2022,175,71,67.0,63.0,52.0,75.0,64.0,75.0,70.0,72.0,74.0,77.0,70.0,72.0,76.0,57.0,75.0,68.0,38.0,54.0,50.0,66.0,64.0,36.0,67.0,71.0,56.0,72.0,50.0,41.0,14.0,15.0,13.0,12.0,8.0,CAM,71.0,3600000.0,54.0,MIDFIELDER
215689,A. Petagna,26,https://cdn.sofifa.com/players/215/689/22_60.png,Italy,https://cdn.sofifa.com/flags/it.png,76,79,Napoli,https://cdn.sofifa.com/teams/48/30.png,10000000.0,56000,1816,Left,2.0,3.0,3.0,Medium/ Medium,Stocky (185+),No,SUB,37.0,"Jan 30, 2020",2024,190,85,60.0,78.0,78.0,76.0,66.0,78.0,59.0,45.0,64.0,80.0,54.0,66.0,57.0,73.0,71.0,80.0,79.0,76.0,92.0,62.0,62.0,22.0,79.0,75.0,80.0,74.0,27.0,20.0,3.0,3.0,3.0,5.0,3.0,ST,78.0,17800000.0,40.0,SUB
252014,H. Bockhorn,26,https://cdn.sofifa.com/players/252/014/22_60.png,Uganda,https://cdn.sofifa.com/flags/ug.png,69,70,VfL Bochum 1848,https://cdn.sofifa.com/teams/160/30.png,1600000.0,11000,1816,Right,1.0,3.0,3.0,Medium/ Medium,Normal (170-185),No,SUB,11.0,"Jul 29, 2020",2022,177,76,68.0,62.0,59.0,67.0,41.0,68.0,61.0,28.0,64.0,69.0,76.0,76.0,74.0,65.0,83.0,61.0,67.0,76.0,65.0,63.0,57.0,64.0,62.0,60.0,37.0,57.0,66.0,62.0,7.0,9.0,11.0,15.0,9.0,RM,69.0,3000000.0,64.0,SUB
228354,I. Swers,24,https://cdn.sofifa.com/players/228/354/22_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,67,71,KV Mechelen,https://cdn.sofifa.com/teams/110724/30.png,1500000.0,5000,1816,Right,1.0,3.0,3.0,Medium/ Medium,Lean (185+),No,SUB,2.0,"Jul 1, 2021",2025,185,76,65.0,48.0,46.0,64.0,56.0,67.0,63.0,51.0,58.0,66.0,84.0,89.0,75.0,66.0,75.0,53.0,73.0,71.0,64.0,58.0,58.0,58.0,58.0,59.0,54.0,66.0,60.0,58.0,15.0,12.0,14.0,10.0,11.0,RM,68.0,2400000.0,57.0,SUB
189338,J. Urretaviscaya,31,https://cdn.sofifa.com/players/189/338/22_60.png,Uruguay,https://cdn.sofifa.com/flags/uy.png,71,71,Club Atlético Rentistas,https://cdn.sofifa.com/teams/115535/30.png,1600000.0,550,1816,Right,1.0,3.0,4.0,Medium/ Medium,Lean (170-185),No,RM,7.0,"Apr 22, 2021",2021,174,63,72.0,65.0,52.0,75.0,62.0,72.0,72.0,70.0,71.0,70.0,75.0,70.0,78.0,69.0,71.0,77.0,69.0,59.0,49.0,65.0,48.0,40.0,72.0,74.0,59.0,69.0,45.0,30.0,9.0,15.0,12.0,14.0,6.0,CAM,72.0,3400000.0,29.0,MIDFIELDER
210020,P. Weihrauch,27,https://cdn.sofifa.com/players/210/020/22_60.png,Germany,https://cdn.sofifa.com/flags/de.png,66,67,SG Dynamo Dresden,https://cdn.sofifa.com/teams/503/30.png,975000.0,5000,1816,Right,1.0,3.0,3.0,Medium/ Medium,Lean (170-185),No,RES,10.0,"Aug 7, 2020",2022,181,74,60.0,56.0,56.0,69.0,62.0,73.0,62.0,55.0,58.0,72.0,78.0,76.0,81.0,68.0,75.0,65.0,64.0,73.0,59.0,59.0,51.0,59.0,63.0,66.0,55.0,67.0,54.0,38.0,14.0,10.0,10.0,13.0,7.0,CAM,69.0,1600000.0,55.0,RES
252508,K. Kozłowski,17,https://cdn.sofifa.com/players/252/508/22_60.png,Poland,https://cdn.sofifa.com/flags/pl.png,68,85,Pogoń Szczecin,https://cdn.sofifa.com/teams/110746/30.png,3000000.0,500,1816,Right,1.0,4.0,4.0,High/ Medium,Normal (170-185),No,RCM,64.0,"Jul 1, 2019",2022,178,68,51.0,58.0,55.0,67.0,54.0,74.0,65.0,41.0,61.0,73.0,78.0,70.0,85.0,66.0,85.0,53.0,76.0,70.0,65.0,54.0,66.0,56.0,57.0,68.0,40.0,77.0,63.0,62.0,8.0,14.0,8.0,10.0,6.0,CAM,70.0,5900000.0,57.0,MIDFIELDER
257784,E. Lira,21,https://cdn.sofifa.com/players/257/784/22_60.png,Mexico,https://cdn.sofifa.com/flags/mx.png,69,83,Club Universidad Nacional,https://cdn.sofifa.com/teams/1881/30.png,3400000.0,5000,1816,Right,1.0,3.0,2.0,Medium/ High,Normal (170-),No,SUB,6.0,"Jul 1, 2020",2021,170,70,50.0,53.0,60.0,76.0,43.0,66.0,56.0,52.0,79.0,68.0,80.0,71.0,60.0,65.0,78.0,64.0,61.0,79.0,50.0,61.0,64.0,64.0,58.0,63.0,55.0,49.0,66.0,63.0,11.0,13.0,12.0,10.0,14.0,CM,71.0,7900000.0,51.0,SUB
225147,C. Roberts,25,https://cdn.sofifa.com/players/225/147/22_60.png,Wales,https://cdn.sofifa.com/flags/gb-wls.png,75,78,Burnley,https://cdn.sofifa.com/teams/1796/30.png,7000000.0,28000,1816,Right,1.0,4.0,3.0,High/ Medium,Normal (170-185),Yes,SUB,14.0,"Aug 31, 2021",2025,175,76,73.0,48.0,53.0,71.0,35.0,67.0,45.0,47.0,58.0,67.0,79.0,80.0,71.0,68.0,70.0,50.0,67.0,91.0,65.0,50.0,69.0,69.0,61.0,62.0,41.0,62.0,72.0,68.0,6.0,12.0,8.0,12.0,13.0,RWB,75.0,13800000.0,68.0,SUB
246437,Y. Goto,28,https://cdn.sofifa.com/players/246/437/22_60.png,Japan,https://cdn.sofifa.com/flags/jp.png,68,68,Shimizu S-Pulse,https://cdn.sofifa.com/teams/101149/30.png,1200000.0,2000,1816,Right,1.0,3.0,3.0,High/ Medium,Normal (170-185),No,SUB,14.0,"Jan 4, 2020",2022,171,70,63.0,63.0,59.0,70.0,64.0,67.0,65.0,62.0,69.0,65.0,85.0,81.0,77.0,66.0,75.0,68.0,65.0,80.0,64.0,62.0,57.0,30.0,69.0,66.0,63.0,61.0,47.0,40.0,12.0,8.0,13.0,13.0,6.0,RM,69.0,1500000.0,22.0,SUB
177719,20 L. Broź,33,https://cdn.sofifa.com/players/177/719/20_60.png,Poland,https://cdn.sofifa.com/flags/pl.png,66,66,Śląsk Wrocław,https://cdn.sofifa.com/teams/111092/30.png,300000.0,3000,1816,Right,1.0,3.0,3.0,High/ High,Normal (170-185),No,SUB,28.0,"Jul 26, 2018",2020,180,74,67.0,54.0,59.0,67.0,37.0,67.0,65.0,56.0,61.0,66.0,59.0,64.0,71.0,59.0,78.0,64.0,68.0,74.0,63.0,59.0,71.0,65.0,64.0,61.0,57.0,62.0,66.0,67.0,15.0,9.0,7.0,14.0,8.0,RB,66.0,405000.0,54.0,SUB
204337,G. Núñez,33,https://cdn.sofifa.com/players/204/337/22_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,68,68,Club Atlético Sarmiento,https://cdn.sofifa.com/teams/112713/30.png,750000.0,5000,1816,Left,1.0,3.0,3.0,Medium/ Medium,Normal (170-185),No,SUB,11.0,"Jun 16, 2021",2022,180,81,65.0,67.0,37.0,68.0,59.0,68.0,81.0,80.0,65.0,70.0,64.0,66.0,68.0,65.0,65.0,81.0,51.0,66.0,74.0,72.0,68.0,48.0,65.0,70.0,72.0,64.0,38.0,34.0,10.0,6.0,16.0,8.0,9.0,LM,68.0,1100000.0,40.0,SUB
226157,Javi Muñoz,26,https://cdn.sofifa.com/players/226/157/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,69,72,SD Eibar,https://cdn.sofifa.com/teams/467/30.png,1800000.0,6000,1816,Right,1.0,4.0,3.0,Medium/ Medium,Normal (170-185),No,SUB,14.0,"Jul 1, 2021",2023,175,69,58.0,60.0,46.0,74.0,48.0,70.0,73.0,50.0,70.0,74.0,67.0,72.0,63.0,64.0,72.0,67.0,57.0,75.0,64.0,71.0,59.0,59.0,62.0,67.0,48.0,69.0,64.0,59.0,6.0,10.0,8.0,7.0,8.0,CAM,71.0,3000000.0,64.0,SUB
